"theoretical.mz","LogRT","KEGG.id","adduct"
238.13514007881,6.35482767183222,NA,NA
238.137624250492,5.34467725403924,NA,NA
238.14894796339,4.97241689505977,NA,NA
238.141224882898,4.88879926599667,NA,NA
238.140500191392,5.96542578467591,NA,NA
238.145889421418,6.05472711675928,NA,NA
238.143461350899,6.41151467238952,NA,NA
238.139951347851,6.15557697890399,NA,NA
481.16325018503,5.98121247290056,NA,NA
481.187532912409,5.11455012486021,NA,NA
481.178075761296,5.77530353996745,NA,NA
481.174815939066,5.07909396052989,NA,NA
481.165058869161,6.42546473178456,NA,NA
481.18419651239,5.50268576302005,NA,NA
481.164672061255,6.41031699638739,NA,NA
481.160958214922,5.4815543704094,NA,NA
481.180667438531,5.4914190414044,NA,NA
481.177793725622,5.5200781812948,NA,NA
325.103301467034,5.18760989923604,NA,NA
325.109557750028,5.29680509659456,NA,NA
325.105703584185,5.36241465522266,NA,NA
325.10633673423,6.19518966780573,NA,NA
325.10274569519,5.67329348362795,NA,NA
325.106864295759,4.78454156294399,NA,NA
325.114850165678,5.66859180596659,NA,NA
325.106117084574,5.37784845792905,NA,NA
325.111777094507,5.84837616296725,NA,NA
325.102414479937,6.10010523706094,NA,NA
1101.31266288832,6.52531904802711,NA,NA
1101.34742266972,7.07212067628965,NA,NA
1101.28870014037,8.6763404278933,NA,NA
1101.32123507733,6.52824771429335,NA,NA
1101.31076809048,7.18640003708143,NA,NA
1101.26006997996,7.87808722733215,NA,NA
1101.29713330682,6.14892830363558,NA,NA
1101.28326669593,6.75378467409395,NA,NA
1101.30132910373,6.89398367979492,NA,NA
1101.30305805513,6.43297088373818,NA,NA
62.0442214004915,6.94191557292638,NA,NA
62.0437282821941,5.63917704404779,NA,NA
62.0439958251052,5.58157361974915,NA,NA
62.0433817184735,5.92428601821104,NA,NA
62.0439597738824,5.67276711387303,NA,NA
62.0434786844165,5.56380626507764,NA,NA
62.0447054966593,5.99763192476245,NA,NA
62.0449491797555,5.91776412948081,NA,NA
62.0433774334729,5.34659710139505,NA,NA
62.0466155680161,6.54371842525353,NA,NA
171.140901268892,5.24542645900337,NA,NA
171.140455673555,5.4246183954428,NA,NA
171.140104958954,6.14031908967404,NA,NA
171.140011964967,6.35439885575317,NA,NA
171.140038016405,4.61529529649524,NA,NA
171.134624747493,6.22512506274121,NA,NA
171.142778655186,7.00679607302161,NA,NA
171.142148700955,5.29542089468224,NA,NA
171.135457414709,5.80965997459188,NA,NA
171.140262956508,6.73975831864014,NA,NA
161.085960693348,5.39105928588745,NA,NA
161.085230312002,4.57905968350259,NA,NA
161.082394941968,5.5871029756009,NA,NA
161.085377271004,6.66399709541079,NA,NA
161.083422250586,5.6683739512076,NA,NA
161.083823175469,6.00531864954803,NA,NA
161.086297227502,6.0943340754507,NA,NA
161.083461545549,6.16001654856948,NA,NA
161.082711113769,4.44281108098099,NA,NA
161.080827406113,6.1451967623053,NA,NA
751.272909033873,5.42723634377475,NA,NA
751.265929277528,5.05826123351369,NA,NA
751.280523902132,5.60183674281481,NA,NA
751.302513504436,6.00102685497344,NA,NA
751.26492756925,6.11986773707445,NA,NA
751.263853421944,5.25245131463364,NA,NA
751.272942268124,5.0905925867543,NA,NA
751.261945155576,6.2365733055872,NA,NA
751.264576407547,6.71498128313828,NA,NA
751.276393117734,5.52279818620413,NA,NA
245.181451044832,5.98756607320614,NA,NA
245.1869270974,6.74466291684282,NA,NA
245.182930652094,4.53843836137541,NA,NA
245.185963897534,5.71470492539335,NA,NA
245.193202070105,6.46610345592046,NA,NA
245.18929731962,5.04849949339899,NA,NA
245.193474371633,5.99440123830516,NA,NA
245.18357120369,4.68589555948458,NA,NA
245.188204573477,5.26251235693524,NA,NA
245.190745353203,5.911901140739,NA,NA
79.0650213015091,7.37231543118293,NA,NA
79.0655805302097,6.13140972761403,NA,NA
79.0667036493123,6.59823035097936,NA,NA
79.0630984653232,5.80228280557055,NA,NA
79.0643852101831,6.17451445230893,NA,NA
79.0647092998301,5.60007564557996,NA,NA
79.0650785603192,6.06593136537027,NA,NA
79.0619361500424,6.20200535653586,NA,NA
79.0630721870418,6.11544323369306,NA,NA
79.064330823949,4.99943470394312,NA,NA
226.116887848673,6.37473383031418,NA,NA
226.120009065433,6.35946814173256,NA,NA
226.118955240187,6.38303724856207,NA,NA
226.114873011123,6.65362587083479,NA,NA
226.113153897102,7.05564596487664,NA,NA
226.110675864226,5.96776667151063,NA,NA
226.110086226231,5.32111855026218,NA,NA
226.119263437035,6.72003223105819,NA,NA
226.118174535767,6.32152739190231,NA,NA
226.117537598874,6.0161096788258,NA,NA
367.098830524512,5.64222774495499,NA,NA
367.09445274883,5.51441659415316,NA,NA
367.094637709586,5.17592224875445,NA,NA
367.093966485983,6.26562623495051,NA,NA
367.101767548923,4.83265488676317,NA,NA
367.094483796474,6.24229702573244,NA,NA
367.093774463573,5.01132841697137,NA,NA
367.089868302786,5.28976217958373,NA,NA
367.105105493381,4.7655512179954,NA,NA
367.0935249962,4.25395989423785,NA,NA
1111.62602153169,4.95670469230456,NA,NA
1111.63803412937,6.7727510398599,NA,NA
1111.61978834171,6.44650371935182,NA,NA
1111.63393034326,7.15379872774377,NA,NA
1111.63550635638,5.76799295615824,NA,NA
1111.6308806156,6.02507108673751,NA,NA
1111.63732347019,5.9999611919139,NA,NA
1111.65791773537,6.5049397575521,NA,NA
1111.60604852693,5.42413545035065,NA,NA
1111.63568694514,5.67392437616603,NA,NA
203.595832483253,5.78428373128799,NA,NA
203.598402868351,5.57480487045387,NA,NA
203.606392225099,4.36100407046723,NA,NA
203.600084874653,4.96261598629175,NA,NA
203.596973590327,5.39366501173568,NA,NA
203.602625650159,4.89062198403297,NA,NA
203.604358461781,4.65499354609825,NA,NA
203.592203052405,4.70384736117521,NA,NA
203.598430373264,4.44741706749841,NA,NA
203.601783759509,5.68799005178631,NA,NA
1109.40338958955,5.08070921810028,NA,NA
1109.40367261029,5.05087253745559,NA,NA
1109.40595129718,5.07662414575673,NA,NA
1109.42470337271,4.31804687647951,NA,NA
1109.43228992219,4.40298822537325,NA,NA
1109.43063634378,5.2505888994118,NA,NA
1109.44847211529,4.67835624403375,NA,NA
1109.44226358903,6.22248061116838,NA,NA
1109.44861712035,6.62999780473883,NA,NA
1109.43305529758,5.93919589248941,NA,NA
575.103788733231,7.22433235241115,NA,NA
575.117438942022,6.27036098509135,NA,NA
575.111225359581,7.78665314548622,NA,NA
575.122707667417,5.4381897047628,NA,NA
575.119079344242,6.0010306737962,NA,NA
575.101418734792,7.67063364237623,NA,NA
575.133120712701,6.89915953750039,NA,NA
575.126046008702,6.70816656193147,NA,NA
575.114074548788,6.402181257306,NA,NA
575.127716207092,6.45328209033119,NA,NA
149.135864377601,4.93901508013191,NA,NA
149.134569454364,5.36060921691108,NA,NA
149.13041137902,5.51256177221684,NA,NA
149.132947105246,4.66197428972087,NA,NA
149.133529227186,4.12961922892741,NA,NA
149.132806998373,6.06238928873354,NA,NA
149.133719450114,6.53258597068687,NA,NA
149.13016922946,5.45775539361647,NA,NA
149.13205125396,5.17751925527304,NA,NA
149.132428008044,5.64738666988303,NA,NA
348.192226223528,5.96879870462409,NA,NA
348.200296446651,5.33950995486304,NA,NA
348.18655231786,6.57383042178029,NA,NA
348.192613392544,6.17260218207631,NA,NA
348.185142509198,5.63311315065232,NA,NA
348.196405762031,6.22322862528709,NA,NA
348.197456910779,5.03899399390983,NA,NA
348.201820410626,5.02849680146514,NA,NA
348.193514807568,5.7042714410243,NA,NA
348.202118504872,5.43208142624403,NA,NA
232.10713299412,6.97589096800026,NA,NA
232.103630443074,6.19185164822729,NA,NA
232.111445895986,5.29051863594926,NA,NA
232.105032882805,6.20544922723124,NA,NA
232.102910604202,5.54635341788334,NA,NA
232.103420906446,5.63166119328821,NA,NA
232.112330727885,6.402305570974,NA,NA
232.106216316649,6.0501660154787,NA,NA
232.107641580496,5.87029962144125,NA,NA
232.111318705128,6.17024365464175,NA,NA
633.475968394001,5.38349290322581,NA,NA
633.491084861789,4.51464765658619,NA,NA
633.4860213749,6.08279657038651,NA,NA
633.488804652339,6.91356750921071,NA,NA
633.479072755309,4.886585371029,NA,NA
633.465160902376,5.7482686702397,NA,NA
633.492610269776,5.72754022497095,NA,NA
633.490232651861,4.90902924679066,NA,NA
633.484120380958,6.89224909920363,NA,NA
633.491705180556,3.98724746020937,NA,NA
1747.29487066542,5.36053528028851,NA,NA
1747.34965282561,7.62217071984519,NA,NA
1747.30824996333,7.22833979462085,NA,NA
1747.32335471701,6.45444796835551,NA,NA
1747.28197560207,5.8978445537907,NA,NA
1747.31824812777,6.39472277386336,NA,NA
1747.29342238218,7.54857355100369,NA,NA
1747.30757640424,5.61666450994229,NA,NA
1747.31218273439,6.10422449119779,NA,NA
1747.2985563467,7.02479089397832,NA,NA
434.032799071076,6.04259831697838,NA,NA
434.017112847684,5.64782607307971,NA,NA
434.029767312606,4.55708087105093,NA,NA
434.030076808554,4.80654026141913,NA,NA
434.01902296148,4.91931611621001,NA,NA
434.03221998828,5.84781849632739,NA,NA
434.022295878905,5.31665844410236,NA,NA
434.031133330373,5.27595199520906,NA,NA
434.021190479154,5.7970535787013,NA,NA
434.027250203721,5.38936778959956,NA,NA
261.089984877724,5.7963926172338,NA,NA
261.082135280596,5.54940526252665,NA,NA
261.087478886835,6.40650764615596,NA,NA
261.090846126526,6.39887298691156,NA,NA
261.082010782778,5.56903012757365,NA,NA
261.089192632491,5.69730318485575,NA,NA
261.08276724698,5.46459841729907,NA,NA
261.084237714697,5.31901132520458,NA,NA
261.087407625253,5.20548822472012,NA,NA
261.084031758612,5.77776102519492,NA,NA
99.5528277066455,6.07829002388169,NA,NA
99.5565804913433,6.22340077776005,NA,NA
99.5556921602077,6.04005170955011,NA,NA
99.5514973551387,5.76664278921867,NA,NA
99.5559094852533,6.08048748993564,NA,NA
99.5531392039127,6.40362087741671,NA,NA
99.5516200983737,5.58209081818383,NA,NA
99.5539114491529,5.59985024309411,NA,NA
99.5585963261861,5.63715875634594,NA,NA
99.5549136836134,6.60911088694821,NA,NA
472.195868713411,5.59975246675126,NA,NA
472.198171747533,6.62432043079701,NA,NA
472.208698914334,6.43167778285394,NA,NA
472.217176110855,6.24202241126966,NA,NA
472.210668848683,5.68354543263298,NA,NA
472.190812362469,5.96605691171601,NA,NA
472.214013531296,5.69841856124516,NA,NA
472.197234521654,5.10874616910646,NA,NA
472.190436965172,6.6444051439824,NA,NA
472.196546257308,5.95443029419225,NA,NA
335.229269489651,7.91778395525945,NA,NA
335.229330500439,8.10305867266,NA,NA
335.224772989315,7.75435768208259,NA,NA
335.228029912771,8.08525392048566,NA,NA
335.228297423208,7.34665082306575,NA,NA
335.232298601077,8.00897917970415,NA,NA
335.230028293333,7.11892083937912,NA,NA
335.231122364726,7.41849837138998,NA,NA
335.221580074225,7.23367126253859,NA,NA
335.234133786749,7.71016283159367,NA,NA
165.561297647055,5.7410356104178,NA,NA
165.566202949529,6.88432735105656,NA,NA
165.5649693036,5.65727369169828,NA,NA
165.562684769394,5.72817431699104,NA,NA
165.566817058298,6.74715564220243,NA,NA
165.562370487526,6.09491777237026,NA,NA
165.568611497787,6.35097614720421,NA,NA
165.559941212229,7.28603719524582,NA,NA
165.556764133204,6.6777400250281,NA,NA
165.562898123752,5.6320666122117,NA,NA
182.043526875225,6.34079217074337,NA,NA
182.047927108467,5.46697050560883,NA,NA
182.040655572841,5.40557013772981,NA,NA
182.038831341073,5.09457144376419,NA,NA
182.04739942425,6.14550784438896,NA,NA
182.045485927637,7.63420156249815,NA,NA
182.042730540829,6.32362519905945,NA,NA
182.043603924535,5.9623940006503,NA,NA
182.039768917769,6.28146993946652,NA,NA
182.04958932209,7.03359959117447,NA,NA
1078.35207908967,6.42264053215474,NA,NA
1078.33254466677,5.92456397902054,NA,NA
1078.36110389818,5.13276979105129,NA,NA
1078.3673919928,4.7925238351774,NA,NA
1078.35464634155,6.15528441015806,NA,NA
1078.29736228469,5.63690617823687,NA,NA
1078.34227201051,5.97630609682705,NA,NA
1078.38022249239,4.95343418938977,NA,NA
1078.37661749853,5.85623618906341,NA,NA
1078.34973297157,5.12921784328766,NA,NA
1719.14056201971,4.4428888103754,NA,NA
1719.14130635708,3.97000545252844,NA,NA
1719.14377346498,2.92339755345529,NA,NA
1719.11473347737,3.5493388108934,NA,NA
1719.18505960374,4.47426823313697,NA,NA
1719.21313917582,5.44180938405489,NA,NA
1719.1813494865,4.3095737914059,NA,NA
1719.11743953325,3.81204783247428,NA,NA
1719.16642300585,4.2116794901527,NA,NA
1719.12923488586,4.43645148872606,NA,NA
226.588027656417,5.73879259868748,NA,NA
226.585977639372,4.65344506848327,NA,NA
226.591167884787,4.73941532198337,NA,NA
226.589422201501,5.02708686934307,NA,NA
226.584929474829,5.62966579712827,NA,NA
226.592826742733,4.86442340887898,NA,NA
226.585822056963,5.43332955227936,NA,NA
226.585915997422,4.45245722379158,NA,NA
226.583457940058,5.02809831904367,NA,NA
226.58856452386,4.19686151431392,NA,NA
103.101833147951,5.4908524362886,NA,NA
103.103201549218,3.52847413515613,NA,NA
103.10352737788,6.09950550563053,NA,NA
103.099738400835,4.7215084620413,NA,NA
103.100867798692,4.86827246606692,NA,NA
103.100790781159,5.87297010124491,NA,NA
103.102565353728,6.21951101388447,NA,NA
103.100930355962,5.3574103326752,NA,NA
103.102235060442,4.86863957361456,NA,NA
103.102482494774,6.57346891234791,NA,NA
495.214074891574,5.95159260338211,NA,NA
495.210428068194,5.74563623746411,NA,NA
495.236304822627,5.8354818036133,NA,NA
495.213672264724,5.75043088501802,NA,NA
495.220178865327,6.24790915604982,NA,NA
495.221110047554,6.04965013423977,NA,NA
495.222668603932,5.34677332854427,NA,NA
495.222065064964,5.50278726401269,NA,NA
495.224926126459,6.05997474746104,NA,NA
495.214039724276,6.22296156557104,NA,NA
447.067807228985,6.8913599649462,NA,NA
447.05886980654,6.09888673638465,NA,NA
447.062872375869,7.28523659666699,NA,NA
447.065778858063,5.70901674167265,NA,NA
447.076334138892,7.07100550425713,NA,NA
447.068431892125,7.36582936025251,NA,NA
447.059232903516,7.37951896951158,NA,NA
447.067191279308,6.59433640792796,NA,NA
447.072359703515,7.70342489176646,NA,NA
447.071856612113,6.22161858819927,NA,NA
1060.69241187066,3.26639433137663,NA,NA
1060.70635032423,2.44452226682567,NA,NA
1060.66331066362,3.82467100946016,NA,NA
1060.6893192626,3.93590963032353,NA,NA
1060.64661455726,2.44854357666668,NA,NA
1060.67630669706,2.67906772358091,NA,NA
1060.67713671744,3.05694844907456,NA,NA
1060.69094430894,3.50891000718077,NA,NA
1060.65895267324,3.46097376659002,NA,NA
1060.67833578098,3.63728197794415,NA,NA
205.007244380981,6.27116265037486,NA,NA
205.009991313599,6.51944969104311,NA,NA
205.011563178769,6.34931737744721,NA,NA
205.009266363363,6.73682462521703,NA,NA
205.01446817378,6.86412552570361,NA,NA
205.013785005617,5.97653642271235,NA,NA
205.007975629354,6.34037380232966,NA,NA
205.014916362998,6.69260964697739,NA,NA
205.01413636584,6.09296876096707,NA,NA
205.00661382017,5.40224470540454,NA,NA
132.03985835058,5.90815687277256,NA,NA
132.043439932583,5.92412879018043,NA,NA
132.038136897149,6.15330217559338,NA,NA
132.039513841278,6.22493221396655,NA,NA
132.042057017074,7.78071129836954,NA,NA
132.042775284388,5.43310164084463,NA,NA
132.041491112928,6.28006173655636,NA,NA
132.040275281412,6.51308715599295,NA,NA
132.044899224934,6.57591442877297,NA,NA
132.042953225117,6.55360953055245,NA,NA
255.104687514273,6.04457513212138,NA,NA
255.096468773795,6.03799452381578,NA,NA
255.099363242677,3.78228711527696,NA,NA
255.089167045537,6.06786929476888,NA,NA
255.099173312278,5.61967353534019,NA,NA
255.096706097736,5.37237509296896,NA,NA
255.097065327753,5.78454790716005,NA,NA
255.096656475404,6.40294379457961,NA,NA
255.096554861266,5.39185004245406,NA,NA
255.093129088302,6.19394435308566,NA,NA
246.073591756381,5.8739907185638,NA,NA
246.075013417807,6.82791195744738,NA,NA
246.062425397265,7.27228259736419,NA,NA
246.064402703102,7.49599252017095,NA,NA
246.066848136373,7.42267040314109,NA,NA
246.074609617364,6.81725095915689,NA,NA
246.069192906363,8.35958074005337,NA,NA
246.068106543461,6.55651940729432,NA,NA
246.065141214292,5.64296508253938,NA,NA
246.066545663005,5.79962057260314,NA,NA
721.331652171075,4.72094259887314,NA,NA
721.33872223109,6.02103194955825,NA,NA
721.324816571288,5.53447467124559,NA,NA
721.314529050687,5.25634479127506,NA,NA
721.317595486485,6.55640944465742,NA,NA
721.323530720533,6.74782105646556,NA,NA
721.333036686498,5.57975053144822,NA,NA
721.326016412307,5.59350491544165,NA,NA
721.326932667413,7.00147660912493,NA,NA
721.320894840044,6.67474425770571,NA,NA
164.580818902013,6.24659664338853,NA,NA
164.580855591447,6.71147313437033,NA,NA
164.583135676901,6.43151910339562,NA,NA
164.576361618915,6.32585855517553,NA,NA
164.581938546764,5.54263255296578,NA,NA
164.578907955201,7.25870032550779,NA,NA
164.582978164881,7.33697262326942,NA,NA
164.578944263756,4.83535362429608,NA,NA
164.580656567584,5.70727885572824,NA,NA
164.576428542191,5.51060492455553,NA,NA
247.584743813174,5.04815321442145,NA,NA
247.592382087238,6.52991663513781,NA,NA
247.594366846643,6.92637959451304,NA,NA
247.590757425503,5.80784022634831,NA,NA
247.587557480044,5.77905749493208,NA,NA
247.59223666006,6.95747262330671,NA,NA
247.584273526542,5.59880971823222,NA,NA
247.588625231899,6.21334833358783,NA,NA
247.581878838783,6.70529893202258,NA,NA
247.579242062712,7.57261042449869,NA,NA
2400.9190958781,5.83742473613829,NA,NA
2400.80529078283,5.76775355511065,NA,NA
2400.92978251254,6.13789145848881,NA,NA
2400.95682052657,6.52980815598502,NA,NA
2400.90254400252,6.6813729325374,NA,NA
2400.86769086572,6.39081176902482,NA,NA
2400.95519430468,5.51166799550557,NA,NA
2400.84364842107,5.10776115772662,NA,NA
2400.95361911182,6.60075669220694,NA,NA
2400.87270110246,6.26497607851184,NA,NA
427.187785730874,5.80880494202385,NA,NA
427.189277487736,5.74185969160899,NA,NA
427.178847993329,6.07001206801986,NA,NA
427.189657203941,7.19519924903059,NA,NA
427.194761412161,6.36135660247437,NA,NA
427.192537728197,7.21960531944692,NA,NA
427.1836959369,5.96216181997048,NA,NA
427.18311903675,5.70273329658605,NA,NA
427.188382975281,5.87012508071067,NA,NA
427.182593748216,5.51724436942935,NA,NA
307.16079210298,5.3827462022161,NA,NA
307.145266705844,5.67007129117472,NA,NA
307.155575074977,5.46349294189699,NA,NA
307.151846220075,5.07532957694081,NA,NA
307.154596804304,5.3887727868269,NA,NA
307.147200617941,5.77598465112301,NA,NA
307.156778534238,7.28183634878192,NA,NA
307.154670523313,5.76741638274494,NA,NA
307.145171038805,5.26596315425564,NA,NA
307.146859175243,6.40770267502105,NA,NA
163.49909942281,5.54021786873259,NA,NA
163.502879976649,4.9412326592163,NA,NA
163.504303273965,6.24450312961896,NA,NA
163.50431757622,5.1826286254268,NA,NA
163.501242501089,6.54047526900422,NA,NA
163.501627215763,5.06927293528094,NA,NA
163.505046142235,5.95092625266488,NA,NA
163.498028836511,5.14547394695799,NA,NA
163.497621814209,5.51607565555163,NA,NA
163.497398579674,5.51314197283426,NA,NA
666.292409428542,5.27721796895091,NA,NA
666.295332606031,5.82816739441283,NA,NA
666.317891918444,5.24271837109197,NA,NA
666.300619973615,5.58757888410833,NA,NA
666.310362760554,5.86710567724728,NA,NA
666.298962568963,5.0901291813776,NA,NA
666.318164234476,6.58812869106371,NA,NA
666.296677237813,6.07042999962297,NA,NA
666.285953884247,4.92930285108542,NA,NA
666.309860866473,5.56148923832228,NA,NA
789.300220049581,4.86204374926728,NA,NA
789.269577596744,6.09659062131883,NA,NA
789.289543017096,5.93074475248777,NA,NA
789.257548546653,6.94271375786668,NA,NA
789.298140632171,5.18539328805835,NA,NA
789.321566503743,5.52219123645281,NA,NA
789.284793513932,6.10543913883574,NA,NA
789.298434272397,5.68900524460603,NA,NA
789.295965923169,4.93946040910602,NA,NA
789.29324214522,6.5775557561066,NA,NA
853.503645788838,5.6423007596327,NA,NA
853.487568705153,6.06039011763446,NA,NA
853.498688728921,5.36453351791456,NA,NA
853.48504740429,5.13953612152339,NA,NA
853.468293118019,3.85031645454914,NA,NA
853.471285658243,4.92543221482174,NA,NA
853.505901697204,4.28533012057024,NA,NA
853.496153808879,4.74179229443375,NA,NA
853.494518788959,4.73989473109022,NA,NA
853.503994151858,6.35581224637299,NA,NA
303.205925021774,7.12581450581618,NA,NA
303.206773117686,6.09939719849709,NA,NA
303.1982581193,6.66218907546208,NA,NA
303.207794032787,7.28078282357149,NA,NA
303.20319744195,7.54222935801503,NA,NA
303.209682611649,5.7446078710949,NA,NA
303.204717111131,6.3556677333507,NA,NA
303.202433176225,6.1029715456255,NA,NA
303.206994831722,5.94989146304534,NA,NA
303.203860355403,5.70534741687433,NA,NA
553.049216431813,8.39609192621654,NA,NA
553.046956364702,6.86353148790698,NA,NA
553.05623842174,8.04289308388945,NA,NA
553.064588381858,6.94727482731848,NA,NA
553.065388906249,7.26687873146458,NA,NA
553.047259573014,7.50291129104971,NA,NA
553.065350082329,7.06829935769558,NA,NA
553.057235322839,7.61588775932295,NA,NA
553.039957399829,6.34309045711728,NA,NA
553.051778238758,7.29629413639378,NA,NA
885.508028836425,6.9065045173586,NA,NA
885.502376996293,5.91495994278849,NA,NA
885.497441255345,4.65862501948996,NA,NA
885.494966353261,4.26592538021027,NA,NA
885.496388617051,5.08647764540613,NA,NA
885.501037261012,5.78991840319987,NA,NA
